"id","code","name","city","country","additional_info"
190,CN,Tianhe International Airport (WUH),Wuhan,China,"Domestic flights only. International flights upon request. Fast Track upon request.
Tarmac Transfer for aircrafts parked away from terminal.
Porter services - 45,00 EUR (up to 4 bags) 15% surcharge 10pm-7am
25% surcharge Sundays & holidays
Booking – 3 working days prior date of services! Last minute requests (72- 24 hours) + 25%
Last minute requests (less than 24 hours) + 100%"
191,CN,Xianyang International Airport (XIY),Xi'an,China,"Domestic flights only. International flights upon request. Fast Track upon request.
Tarmac Transfer for domestic flights only Porter services - 45,00 EUR (up to 4 bags) 15% surcharge 10pm-7am
25% surcharge Sundays & holidays
Booking – 3 working days prior date of services! Last minute requests (72- 24 hours) + 25%
Last minute requests (less than 24 hours) + 100%"
192,CN,Gaoqi International Airport (XMN),Xiamen,China,"Domestic flights only. International flights upon request. Fast Track upon request.
Tarmac Transfer for domestic flights only Porter services - 45,00 EUR (up to 4 bags) 15% surcharge 10pm-7am
25% surcharge Sundays & holidays
Booking – 3 working days prior date of services! Last minute requests (72- 24 hours) + 25%
Last minute requests (less than 24 hours) + 100%"
193,CN,Laishan Airport (YNT),Yantai,China,"Domestic flights only. International flights upon request. Fast Track upon request.
Porter services - 45,00 EUR (up to 4 bags) 15% surcharge 10pm-7am
25% surcharge Sundays & holidays
Booking – 3 working days prior date of services! Last minute requests (72- 24 hours) + 25%
Last minute requests (less than 24 hours) + 100%"
194,CN,Zhengzhou Xinzheng International Airport (CGO),Zhengzhou,China,"Domestic flights only. International flights upon request. Fast Track upon request.
Tarmac Transfer for aircrafts parked away from terminal on departure only!
Porter services - 45,00 EUR (up to 4 bags) 15% surcharge 10pm-7am
25% surcharge Sundays & holidays
Booking – 3 working days prior date of services! Last minute requests (72- 24 hours) + 25%
Last minute requests (less than 24 hours) + 100%"
195,CN,Zhuhai Jinwan Airport (ZUH),Zhuhai,China,"Domestic flights only. International flights upon request. Fast Track upon request.
Tarmac Transfer for aircrafts parked away from terminal – by request only!
Porter services - 45,00 EUR (up to 4 bags) Lounge incl. upon departure.
15% surcharge 10pm-7am
25% surcharge Sundays & holidays
Booking – 3 working days prior date of services! Last minute requests (72- 24 hours) + 25%
Last minute requests (less than 24 hours) + 100%"
196,CO,El Dorado International Airport (BOG),Bogota,Colombia,"Porter services - 60,00 (up to 4 bags) Infants < 2yo - free-of-charge Children 2 - 11yo - 150,00 EUR Business lounge - 65,00 p/p
Last minute <3 days + 30%"
197,CO,"Alfonso Bonilla Aragon Ainternational Airport (Palmaseca International
Airport) (CLO)",Cali,Colombia,"Porter services - 60,00 (up to 4 bags) Infants < 2yo - free-of-charge Children 2 - 11yo - 150,00 EUR Business lounge - 65,00 p/p
Last minute <3 days + 30%"
198,CO,Rafael Nunez International Airport (CTG),Cartagena,Colombia,"Porter services - 60,00 (up to 4 bags) Infants < 2yo - free-of-charge Children 2 - 11yo - 150,00 EUR Business lounge - 65,00 p/p
Last minute <3 days + 30%"
199,CO,José María Córdova International Airport (MDE),Medellin,Colombia,"Porter services - 60,00 (up to 4 bags) Infants < 2yo - free-of-charge Children 2 - 11yo - 150,00 EUR Business lounge - 65,00 p/p
Last minute <3 days + 30%"
200,KM,Aeropuerto Internacional Principe Said Ibrahim (HAH),Moroni,Comoros Island,"Porter services - 45,00 EUR (up to 4 bags) Infants < 2yo - free-of-charge
Children 2 - 11yo - 80,00 EUR 25% surcharge 11pm-6am
25% surcharge Sundays & holidays
Booking – 3 working days prior date of services!
Last minute requests + 25%"
201,CD,Goma International Airport (GOM),Goma,"Congo, Democratic republic","Porter services - 45,00 EUR (up to 4 bags) Infants < 2yo - free-of-charge
Children 2 - 11yo - 90,00 EUR 25% surcharge 11pm-6am
25% surcharge Sundays & holidays
Booking – 3 working days prior date of services!
Last minute requests + 25%"
202,CD,N'Djili International Airport (FIH),Kinshasa,"Congo, Democratic republic","Porter services - 45,00 EUR (up to 4 bags) Infants < 2yo - free-of-charge
Children 2 - 11yo - 90,00 EUR
Business lounge (departure only) - 65,00 EUR p/p 25% surcharge 11pm-6am
25% surcharge Sundays & holidays
Booking – 3 working days prior date of services!
Last minute requests + 25%"
203,CD,Bangoka International Airport (FKI),Kisangani,"Congo, Democratic republic","Porter services - 45,00 EUR (up to 4 bags) Infants < 2yo - free-of-charge
Children 2 - 11yo - 90,00 EUR 25% surcharge 11pm-6am
25% surcharge Sundays & holidays
Booking – 3 working days prior date of services!
Last minute requests + 25%"
204,CD,Luano International Airport (FBM),Lubumbashi,"Congo, Democratic republic","Porter services - 45,00 EUR (up to 4 bags) Infants < 2yo - free-of-charge
Children 2 - 11yo - 90,00 EUR 25% surcharge 11pm-6am
25% surcharge Sundays & holidays
Booking – 3 working days prior date of services!
Last minute requests + 25%"
205,CG,Maya-Maya International Airport (BZV),Brazzaville,"Congo, Republic","Porter services - 45,00 EUR (up to 3 bags) Infants < 2yo - free-of-charge
Children 2 - 11yo - 120,00 EUR 25% surcharge 11pm-6am
25% surcharge Sundays & holidays
Booking – 3 working days prior date of services! Last minute requests + 25%"
206,CR,Juan Santamaria International Airport (SJO),San Jose,Costa Rica,"Porter services - 50,00 EUR (up to 4 bags) Infants < 2yo - free-of-charge
Children 2 - 11yo - 95,00 EUR
Business lounge (departure only) - 65,00 EUR p/p 25% surcharge 11pm-6am
25% surcharge Sundays & holidays
Booking – 3 working days prior date of services! Last minute requests + 25%"
207,CI,"Port Bouet Airport -
Félix-Houphouët- Boigny International Airpor (ABJ)",Abidjan,"Cote d'Ivoire /
Ivory Coast","Porter services - 40,00 EUR (up to 4 bags)
Infants < 2yo - free-of-charge Children 2 - 11yo - 65,00 EUR
Business lounge (departure only) - 65,00 EUR p/p Booking – 3 working days prior date of services! Last minute requests + 25%"
208,HR,Čilipi International Airport (DBV),Dubrovnik,Croatia,"Porter services - 200,00 (p/service)
Business lounge (departure only) – by request Infants 0-1,99 – free-of-charge
Children – no discount
Last minute booking (< 3 days) + 25%"
209,HR,Čilipi International Airport (DBV),Dubrovnik,Croatia,"Porter services - 200,00 (p/service)
VIP Lounge 1 hour incl. Extra hour 250,00 p/service Infants 0-1,99 – free-of-charge
Children – no discount
Last minute booking (< 3 days) + 25%"
210,HR,Osijec Airport (OSI),Osijek,Croatia,"Porter services - 200,00 (p/service) VIP/Business lounge – N/A
Business lounge (arrival) – by request Infants 0-1,99 – free-of-charge Children – no discount
Last minute booking (< 3 days) + 25%"
211,HR,Zračna luka Pula Airport (PUY),Pula,Croatia,"Porter services - 200,00 (p/service)
Business lounge (departure only) – 95,00 p/p Business lounge (arrival) – by request
Infants 0-1,99 – free-of-charge Children – no discount
Last minute booking (< 3 days) + 25%"
212,HR,Rijeka Airport (RJK),Rijeka,Croatia,"Porter services - 200,00 (p/service) VIP lounge  – 350,00 p/hour, p/service Business lounge (arrival) – by request Infants 0-1,99 – free-of-charge Children – no discount
Last minute booking (< 3 days) + 25%"
213,HR,Zračna luka Resnik (SPU),Split,Croatia,"BY REQUEST ONLY!!!
Porter services - 200,00 (p/service) VIP/Business lounge  - N/A
Infants 0-1,99 – free-of-charge Children – no discount
Last minute booking (< 3 days) + 25%"
214,HR,Zadar Airport (ZAD),Zadar,Croatia,"Porter services - 200,00 (p/service)
Business lounge (departure only) – 95,00 p/p Infants 0-1,99 – free-of-charge
Children – no discount
Last minute booking (< 3 days) + 25%"
215,HR,Zadar Airport (ZAD),Zadar,Croatia,"VIP Terminal – 1 hour incl. Extra hour – 300,00 p/service
Porter services - 200,00 (p/service) Infants 0-1,99 – free-of-charge Children – no discount
Last minute booking (< 3 days) + 25%"
451,KZ,Nursultan Nazarbayev International Airport (NQZ),Nur-Sultan (Astana),Kazakhstan,"All in
Children (2-11yo) - 175,00 - arrival or departure Last minute booking (< 3 days) + 25%"
216,HR,Pleso Airport (ZAG),Zagreb,Croatia,"Porter services - 200,00 (p/service)
Business lounge (departure only) – 95,00 p/p Infants 0-1,99 – free-of-charge
Children – no discount
Last minute booking (< 3 days) + 25%"
217,CU,Jose Marti International Airport (HAV),Havana,Cuba,N/A
218,CU,"Juan Gualberto Gomez Airport
(VRA)",Varadero,Cuba,N/A
219,CU,Vilo Acuna Airport (CYO),Cayo Largo del Sur,Cuba,N/A
220,CW,Hato International Airport or Curaçao International Airport (CUR),Willemstad,Curacao,"Porter' services  - 55,00 EUR (up to 3 bags) Infants < 2yo - free-of-charge
Children 2 - 11yo - 80,00 EUR - arrival or departure; VIP/Business lounge (departure only) - 60,00 EUR p/p Booking – 2 working days prior date of services!
Last minute requests + 25%"
221,CY,Larnaca International Airport (LCA),Larnaca,Cyprus,"Porter' services  - 55,00 EUR (up to 4 bags) Infants < 2yo - free-of-charge
Children 2 - 11yo - 110,00 EUR - arrival or departure; VIP/Business lounge (departure only) - 85,00 EUR p/p Booking – 2 working days prior date of services!
Last minute requests + 25%"
222,CY,Paphos International Airport (PFO),Paphos,Cyprus,"Porter' services  - 55,00 EUR (up to 4 bags) Infants < 2yo - free-of-charge
Children 2 - 11yo - 110,00 EUR - arrival or departure; VIP/Business lounge (departure only) - 85,00 EUR p/p Booking – 2 working days prior date of services!
Last minute requests + 25%"
223,CZ,Vaclav Havel International Airport (PRG),Prague,Czech Republic,Porter' services incl. up to 3 bags Children 2 - 11yo - free-of-charge Last minute requests < 2 days + 25%
224,CZ,Vaclav Havel International Airport (PRG),Prague,Czech Republic,"Porter' services incl.
Private transfer from/to aircraft incl.
VIP Lounge up to 2 hours incl. (extra hour 65,00 p/P) Children 0 - 11yo - 110,00 EUR
Last minute requests < 2 days + 50%"
225,CZ,Letiště Karlovy Vary (KLV),Karlovy Vary,Czech Republic,"Porter' services incl.
VIP Lounge up to 2 hours incl. Infants < 2yo - free-of-charge
Children 2 - 11yo - 90,00 EUR - arrival or departure; Booking – 2 working days prior date of services!
Last minute requests + 25%"
226,DK,"Aarhus
International Airport  (AAR)",Aarhus,Denmark,"Porter service - EUR 135,00 (up to 8 bags)
Business Lounge (departure) – 55,00 p/P Infants < 2yo - free-of-charge
Children 2 - 11yo - 100,00 EUR
Last minute requests <72 hours + 30%"
227,DK,Kastrup International Airport  (CPH),Copenhagen,Denmark,"FOR TRAVELLERS WITH CARRY-ON LUGGAGE AND ONLINE CHECK-IN ONLY!!!
VIP Lounge up to 2 hours incl. All in.
Private transfer to aircraft incl. Infants < 2yo - free-of-charge No discount for children
Last minute requests <72 hours + 25%"
228,DK,Kastrup International Airport  (CPH),Copenhagen,Denmark,"Porter service - EUR 135,00 (up to 8 bags) VIP/Business Lounge (departure) - by request Infants < 2yo - free-of-charge
Children 2 - 11yo - 150,00 EUR - arrival or departure; 100,00 EUR - transit
Last minute requests <72 hours + 30%"
229,DK,Vagar Airport (FAE),Faroe Island,Denmark,"Porter service - EUR 135,00 (up to 8 bags) VIP/Business Lounge (departure) - by request Infants < 2yo - free-of-charge
Children 2 - 11yo - 250,00 EUR - arrival or departure;
Last minute requests <72 hours + 30%"
230,DJ,Ambouli International Airport (JIB),Djibouti City,Djibouti,"Porter service - EUR 45,00 (up to 4 bags) VIP/Business Lounge (departure) - by request Infants < 2yo - free-of-charge
Children 2 - 11yo - 145,00 EUR - arrival or departure Last minute requests <72 hours + 25%"
231,DO,La Romana International Airport (LRM),La Romana,Dominican Republic,"VIP Lounge 65,00 p/pax - at departure only Porter service - EUR 35,00 (up to 4 bags) Infants < 2yo - free-of-charge
Children 2 - 11yo - 65,00 EUR
Last minute requests <72 hours + 25%"
232,DO,Gregorio Luperón International Airport (POP),Puerto Plata,Dominican Republic,"VIP Lounge 65,00 p/pax - at departure only Porter service - EUR 35,00 (up to 4 bags) Infants < 2yo - free-of-charge
Children 2 - 11yo - 65,00 EUR
Last minute requests <72 hours + 25%"
233,DO,Punta Cana International airport (PUJ),Punta Cana,Dominican Republic,"VIP Lounge at arrival & departure  Porter service - EUR 35,00 (up to 4 bags) Infants < 2yo - free-of-charge
Children 2 - 11yo - 250,00 EUR
Last minute requests <72 hours + 25%
Cancxellation up to 15 (!)days – free-of-charge"
234,DO,Punta Cana International airport (PUJ),Punta Cana,Dominican Republic,"VIP/Business  Lounge – N/A
Porter service - EUR 35,00 (up to 4 bags) Infants < 2yo - free-of-charge
Children 2 - 11yo - 90,00 EUR
Last minute requests <72 hours + 25%"
235,DO,El Catey International Airport (AZS),Samana,Dominican Republic,"VIP Lounge 65,00 p/pax - at departure only Porter service - EUR 35,00 (up to 4 bags) Infants < 2yo - free-of-charge
Children 2 - 11yo - 65,00 EUR
Last minute requests <72 hours + 25%"
236,DO,Cibao International Airport (STI),Santiago,Dominican Republic,"VIP Lounge 65,00 p/pax - at departure only Porter service - EUR 35,00 (up to 4 bags) Infants < 2yo - free-of-charge
Children 2 - 11yo - 65,00 EUR
Last minute requests <72 hours + 25%"
237,DO,Las Américas International Airport (SDQ),Santo Domingo,Dominican Republic,"VIP Lounge 75,00 p/pax - at departure only Porter service - EUR 45,00 (up to 4 bags) Infants < 2yo - free-of-charge
Children 2 - 11yo - 95,00 EUR
Last minute requests <72 hours + 25%"
238,EC,Seymour Airport Baltra (GPS),Baltra,Ecuador,"Porter' services - 55,00 EUR (up to 4 bags) Business lounge (departure only) – 115,00 p/p Children (2-11yo): 195,00 EUR
Last minute requests +25% < 3 business days
+50% < 36 hours"
239,EC,Jose Joaquin de Olmedo International Airport (GYE),Guayaquil,Ecuador,"Porter' services - 55,00 EUR (up to 4 bags) Business lounge (departure only) – 115,00 p/p Children (2-11yo): 195,00 EUR
Last minute requests +25% < 3 business days
+50% < 36 hours"
240,EC,Mariscal Sucre International Airport (UIO),Quito,Ecuador,"Porter' services - 55,00 EUR (up to 4 bags) Business lounge (departure only) – 115,00 p/p Infants < 2yo - free-of-charge
Children (2-11yo): 195,00 EUR
Last minute requests +25% < 3 business days
+50% < 36 hours"
241,EC,San Cristobal Airport (SCY),San Cristobal. Galapagos Islands,Ecuador,"Porter' services - 55,00 EUR (up to 4 bags) Business lounge (departure only) – 115,00 p/p Infants < 2yo - free-of-charge
Children (2-11yo): 195,00 EUR
Last minute requests +25% < 3 business days
+50% < 36 hours"
242,EG,International Airport (Maṭār al- Qāhirah al- Duwaliyy) (CAI),Cairo,Egypt,"Children up to 12 = 100,00/ 160,00 (transit) VIP  Lounge (departure only) incl.
Porter - 40,00 EUR (upto 3 bags) Fast Track VoA – 45,00 EUR p/p
Last minute requests +25% < 2 days"
243,EG,International Airport (Maṭār al- Qāhirah al- Duwaliyy) (CAI),Cairo,Egypt,"Children up to 12 = 215,00/290,00 (transit) VIP Lounge (departure & arrival) incl.
Porter - incl.  (upto 3 bags)
Fast Track VoA – 45,00 EUR p/p
Last minute requests +25% < 2 days"
244,EG,"Aswan
International Airport (ASW)",Aswan,Egypt,"VIP  Lounge (departure only) incl.
Porter - 40,00 EUR (upto 4 bags) Fast Track VoA – 45,00 EUR p/p
Last minute requests +25% < 2 days"
245,EG,Borg El Arab International Airport (HBE),Borg El Arab,Egypt,"Children up to 12 = 100,00
VIP  Lounge (departure only) - 55,00 EUR p/p Porter - 40,00 EUR (upto 3 bags)
Fast Track VoA – 45,00 EUR p/p
Last minute requests +25% < 2 days"
246,EG,Borg El Arab International Airport (HBE),Borg El Arab,Egypt,"Children up to 12 = 195,00 First Class Lounge incl.
Porter - incl.  (upto 3 bags)
Fast Track VoA – 45,00 EUR p/p
Private transfer from/to a/c incl. - by request only
Last minute requests +25% < 2 days"
247,EG,Borg El Arab International Airport (HBE),Borg El Arab,Egypt,"Children up to 12 =320,00 Private VIP  Lounge incl. Porter - incl.  (upto 3 bags)
Fast Track VoA – 45,00 EUR p/p
Private transfer from/to a/c incl. - by request only Last minute requests +25% < 2 days"
248,EG,Hurghada International Airport (HRG),Hurghada,Egypt,"Private tarmac transfer – 85,00 (up to 3 pax) Children up to 12 = 100,00
VIP/Business  Lounge – N/A Porter - 40,00 EUR (upto 3 bags) Fast Track VoA – 45,00 EUR p/p
Last minute requests +25% < 2 days"
249,EG,Luxor International Airport (LXR),Luxor,Egypt,"Children up to 12 = 100,00
VIP  Lounge (departure only) - 55,00 EUR p/p Porter - 40,00 EUR (upto 3 bags)
Fast Track VoA – 45,00 EUR p/p
Last minute requests +25% < 2 days"
250,EG,Marsa Alam International Airport (RMF),Marsa Alam,Egypt,"Children up to 12 = 100,00
Private transfer from/to a/c (remote parking only) – 110,00 (up to 4 pax)
VIP  Lounge (departure only) - 55,00 EUR p/p Porter - 40,00 EUR (upto 3 bags)
Fast Track VoA – 45,00 EUR p/p
Last minute requests +25% < 2 days"
251,EG,Sharm El Sheikh International Airport (Maṭār Sharm al-Shaykh al- Duwaliyy) (SSH),Sharm El Sheikh,Egypt,"Children up to 12 = 100,00
Private transfer from/to a/c (remote parking only) – 110,00 (up to 4 pax)
VIP  Lounge (departure only) - 55,00 EUR p/p Porter - 40,00 EUR (upto 3 bags)
Fast Track VoA – 45,00 EUR p/p
Last minute requests +25% < 2 days"
252,EG,"Sharm El Sheikh International Airport (Maṭār Sharm al-Shaykh al-
Duwaliyy) (SSH)",Sharm El Sheikh,Egypt,"Children up to 12 = 250,00 Private transfer from/to a/c incl VIP  Lounge incl.
Porter - 40,00 EUR (upto 4 bags)
Last minute requests +25% < 2 days"
253,SV,"Monseñor Óscar
Arnulfo Romero International Airport (SAL)",San Salvador,El Salvador,"Porter' services - 55,00 EUR (up to 4 bags)
VIP/Business lounge (departure only) - by request Infants < 2yo - free-of-charge
Children (2-11yo): 100,00 EUR - arrival or departure; 130,00 EUR - transit
+25% < 2 business days"
254,GQ,Malabo Airport (SSG),Malabo / Punta Europa,Equatorial Guinea,"Porter' services - 45,00 EUR (up to 4 bags) VIP/Business lounge (departure only) - 75,00 EUR p/p Private transfer to/from a/c – 115,00 (1-3 pax) Infants < 2yo - free-of-charge
Children (2-11yo): 130,00 EUR
+25% < 3 business days"
255,ER,Asmara International Airport (ASM),Asmara,Eritrea,"Porter' services - 50,00 EUR (up to 4 bags) Business lounge (departure only) - 70,00 EUR p/p Infants < 2yo - free-of-charge
Children (2-11yo): 100,00 EUR - arrival or departure; 130,00 EUR - transit
+25% < 3 business days
+25% - Local holidays, night time (22:00 - 06:00)"
256,EE,Lennart Meri Tallinn Airport (TLL),Tallinn,Estonia,"All incl.
Infants < 2yo - free-of-charge
Children (2-11yo): 290,00 EUR - arrival or departure; 590,00 EUR - transit
+25% < 2 business days (!)
+25% - changing up to 1 business day (!)
+ 50% - changing less than 1 business day (!)"
257,ET,Bole International Airport (ADD),Addis Ababa,Ethiopia,"Porter' services - 45,00 EUR (up to 4 bags) VIP/Business lounge (departure only) - 75,00 EUR p/p Private transfer to/from a/c – 115,00 (1-3 pax) Infants < 2yo - free-of-charge
Children (2-11yo): 130,00 EUR
+25% < 3 business days
+25% - Sundays, holidays, night time (22:00 - 07:00)"
258,ET,Bahir Dar Ginbot Haya Airport (BJR),Bahir Dar,Ethiopia,"Porter' services - 45,00 EUR (up to 4 bags) Business lounge (departure only) - 75,00 EUR p/p Private transfer to/from a/c – by request
Infants < 2yo - free-of-charge Children (2-11yo): 140,00 EUR
+25% < 3 business days
+25% - Sundays, holidays, night time (22:00 - 07:00)"
259,FJ,"Nadi International
Airport (NAN)",Nadi,Fiji,"50% - Sunday surcharge
Porter - 55,00 EUR (upto 3 bags) Booking - 5 days prior services!!!
+25% < 5 business days"
260,FI,Vantaa International Airport (HEL),Helsinki,Finland,"Porter services - 65,00 EUR (upto 3 bags) Infants < 2yo - free-of-charge
Children from 2 yo - no discount
Extra charge of 30% from Saturday 6pm to midnight on Sunday & on Public holidays
Extra charge of 30% from 21:00 till 07:00
Last minute request (less 3 business days) + 30%"
261,FI,Vantaa International Airport (HEL),Helsinki,Finland,"All in.
Private transfer from/to a/c incl. in case of remote parking
VIP lounge up to 2 hours incl. Extra hour 240,00 p/P Infants < 2yo - free-of-charge
Children 2-12 yo – 175,00
Extra charge of 30% from Saturday 6pm to midnight on Sunday & on Public holidays
Extra charge of 40% from 21:00 till 07:00
Last minute request (less 3 business days) + 30%
Cancellation made less than 3 days - 100%"
262,FI,Kittilä - Kittilän Ientoasema Airport (KTT),Kittilä,Finland,"Porter services - 155,00 EUR (up to 10 bags) Private security control - 370,00 (up to 10 pax) -
weekdays; 540,00 (up to 10 pax) - weekends, holidays, night time.
Infants < 2yo - free-of-charge; Children - no discount Extra charge of 40% from Saturday 6pm to midnight on Sunday & on Public holidays
Extra charge of 40% from 21:00 till 07:00
Last minute request (less 3 business days) + 40%"
263,FI,Mariehamn Airport (MHQ),"Mariehamn
/Åland Island",Finland,"Porter services - 155,00 EUR (up to 10 bags) Private security control - 370,00 (up to 10 pax) -
weekdays; 540,00 (up to 10 pax) - weekends, holidays, night time.
Infants < 2yo - free-of-charge; Children - no discount Extra charge of 40% from Saturday 6pm to midnight on Sunday & on Public holidays
Extra charge of 40% from 21:00 till 07:00
Last minute request (less 3 business days) + 40%"
264,FI,Turun lentoasema Abo flygfält  (TKU),Turku,Finland,BY REQUEST ONLY!
265,FR,Charles De Gaulle Airport (CDG),Paris,France,"VIP Lounge, Tarmac transfers, special services - not available
Private landside transfer between terminals (transit only) -275,00 (up to 3 pax)
Porter services + 75,00 (up to 3 bags) Infants < 2yo - free-of-charge
Children (2-11yo): 110,00 EUR - arrival or departure; 150,00 EUR - transit
Luggage delivery from airport to the hotel - 325,00 Last minute request +25% < 2 business days"
291,DE,Dresden International Airport (DRS),Dresden,Germany,"Porter services incl up to 2 pieces of luggage Business lounge (departure or transit) - 85,00
Private VIP lounge (p/service) – 450,00 (drinks not incl) Children (2-11yo): 120,00 EUR - arrival or departure; 150,00 EUR - transit
Last minute booking (less 72 hours) + 25%"
266,FR,Charles De Gaulle Airport (CDG),Paris,France,"ALL IN. UP TO 6 PAX P/LOUNGE
Special rates for groups from 4 passengers Max. lounge stay – 2 hours; 3 hours (transit). Extra hour in VIP lounge – 500,00 hour/pax Children from 2 yo – full rate
Extra car for 3 pax - 480,00; for 6 pax – 750,00 Luggage delivery from airport to the hotel - 375,00 Last minute request +25% < 2 business days
Last minute request +50% < 1 business days Last minute request +75% < 12 hours
Night surcharge (23:00 – 07:00) – 100%!!!"
267,FR,Le Bourget Airport (LBG),Paris,France,BY REQUEST ONLY!
268,FR,Orly International Airport (ORY),Paris,France,"VIP Lounge, Tarmac transfers – N/A
Private landside transfer between terminals (transit only) -275,00 (up to 3 pax)
Porter services + 75,00 (up to 3 bags) Infants < 2yo - free-of-charge
Children (2-11yo): 110,00 EUR - arrival or departure; 150,00 EUR - transit
Luggage delivery from airport to the hotel - 325,00 Last minute request +25% < 2 business days"
269,FR,Orly International Airport (ORY),Paris,France,"UP TO 6 PAX P/LOUNGE
Special rates for groups from 4 passengers
All formalities in VIP lounge, incl. private transfer from/to aircraft
Infants up to 1,99 yo – free Children from 2 yo – full rate
Extra car for 3 pax - 480,00;  for 6 pax – 750,00 Luggage delivery from airport to the hotel - 375,00 Last minute request +25% < 2 business days
Last minute request +50% < 1 business days"
270,FR,Cote d’Azur Airport (NCE),Nice,France,"10:00pm-07:00am  + 50%
Private Tarmac transfer (remote position only) incl. Fast Track incl.  VIP Lounge  incl.
Porter services = 45,00 EUR (up to 3 bags) Infants < 2yo - free-of-charge
Children (2-11yo): 120,00 EUR - arrival or departure
+25% < 2 business days"
271,FR,Merignac International Airport (BOD),Bordeaux,France,"10:00pm-07:00am  + 50%
VIP/Business  Lounge - 85,00 p/P Porter services + 55,00 (up to 4 bags)
Children (2-11yo): 130,00 EUR - arrival or departure
+25% < 2 business days"
272,FR,Dordogne Périgord Airport (EGC),Bergerac,France,"10:00pm-07:00am  + 50%
VIP/Business  Lounge - 85,00 p/P Porter services + 55,00 (up to 4 bags)
Children (2-11yo): 130,00 EUR - arrival or departure
+25% < 2 business days"
273,FR,Figari – Sud Corse Airport (FSC),Figari,France,"Porter services + 45,00 (up to 4 bags) VIP/Business lounge  - by request Children (2-11yo): 170,00 EUR
+25% < 2 business days"
274,FR,Lesquin Airport (LIL),Lille,France,"10:00pm-07:00am  + 50%
VIP/Business  Lounge - 85,00 p/P Porter services + 55,00 (up to 4 bags)
Children (2-11yo): 130,00 EUR - arrival or departure
+25% < 2 business days"
275,FR,Saint-Exupéry International Airport (LYS),Lyon,France,"10:00pm-07:00am  + 50%
VIP/Business  Lounge - 85,00 p/P Porter services + 55,00 (up to 4 bags)
Children (2-11yo): 130,00 EUR - arrival or departure
+25% < 2 business days"
276,FR,Provence Airport (MRS),Marseille,France,"10:00pm-07:00am  + 50%
VIP/Business  Lounge - 85,00 p/P Porter services + 55,00 (up to 4 bags)
Children (2-11yo): 130,00 EUR - arrival or departure
+25% < 2 business days"
277,FR,Montpellier – Mediterranee Airport (MPL),Montpellier,France,"10:00pm-07:00am  + 50%
VIP/Business  Lounge - 85,00 p/P Porter services + 55,00 (up to 4 bags)
Children (2-11yo): 130,00 EUR - arrival or departure
+25% < 2 business days"
278,FR,Atlantique International Airport (NTE),Nantes,France,"10:00pm-07:00am  + 50%
VIP/Business  Lounge - 85,00 p/P Porter services + 55,00 (up to 4 bags)
Children (2-11yo): 130,00 EUR - arrival or departure
+25% < 2 business days"
279,FR,Strassbourg International Airport (SXB),Strasbourg,France,"10:00pm-07:00am  + 50%
VIP/Business  Lounge - 85,00 p/P Porter services + 55,00 (up to 4 bags)
Children (2-11yo): 130,00 EUR - arrival or departure
+25% < 2 business days"
280,FR,"Blagnac Airport
(TLS)",Toulouse,France,"10:00pm-07:00am  + 50%
VIP/Business  Lounge - 85,00 p/P Porter services + 55,00 (up to 4 bags)
Children (2-11yo): 130,00 EUR - arrival or departure
+25% < 2 business days"
281,GA,Leon M'Ba International Airport (LBV),Libreville,Gabon,"VIP Lounge (departure only) + 55,00 Porter services + 45,00 (up to 4 bags)
+25% < 3 business days"
282,GM,Banjul International Airport (BJL),Banjul,Gambia,"VIP Lounge (departure only) + 55,00 Porter services + 45,00 (up to 4 bags)
+25% < 3 business days"
283,GE,Shota Rustaveli Tbilisi International Airport (TBS),Tbilisi,Georgia,"Porter services incl.
Children up to 6 years old - free
+25% < 2 business days"
284,GE,Alexander Kartveli Batumi International Airport (BUS),Batumi,Georgia,"Porter services incl.
Children up to 6 years old - free
+25% < 2 business days"
285,DE,"Berlin Brandenburg
Airport (BER)",Berlin,Germany,"Porter services - 65,00 (up to 6 pieces of luggage)
Private transfer from/to aircraft – 130,00 (up to 2 pax0 – by request.
Children (2-11yo): 100,00/140,00 (transit)
Business lounge (departure) for ECO pax – 75,00 p/P Last minute booking (less 2 business days) + 25% Cancellation up to 2 business days - free-of-charge. Cancellation less 2 business days – 100%"
286,DE,Berlin Brandenburg Airport (BER),Berlin,Germany,"All in
VIP lounge incl. (up to 2 hours). Extra hour - 210,00 Porter services up to 3 pieces - incl. Every next - 15,00 Private transfer from/to aircraft incl.
Children 0 - 3 yo - free-of-charge Children from 3 yo - no discount. Visitor pass – 85,00 p/p
Private suite (add. rate to VIP service) = 680,00 (3 hours, up to 4 pax).
Any change in confirmed booking – 100,00 p/flight Last minute booking (less 60 hours) + 25% Cancellation up to 60 hours - free-of-charge.
Cancellation from 60 till 24  hours - 50%
Cancellation from 24 hours – 100%"
287,DE,Airport Cologne- Bonn (CGN),Bonn/ Cologne,Germany,"Porter services - 40,00 EUR up to 2 bags Business lounge (departure/transit) – 60,00 p/P
Children (2-11yo)-200,00,00 EUR - arrival or departure; 300,00 EUR – transit
TAX Refund assistance – 195,00 p/passport Last minute request (<2 days) + 25%
Cancellation fees: 100,00 after booking confirmation; Less than 48 hours - 100%.
Booking change (date, time, flight) - 50,00"
